change_id,table,key,action,reasoning,Model,field,value,D,Reasoning D,I,Reasoning I
103,evidence,136,del,Generic identity page with no AI-specific record; stronger direct AI evidence already exists for verification.,Codex,,,,,,
104,evidence,587,mod,Current description is too long and can be tightened to the specific AI-related claim supported by the live press release.,Codex,Source_Description,House-passed small-business AI guidance bill (House Rep Website),,,,
105,evidence,588,mod,Current description is too long and should be rewritten to the specific funding request supported by the live source snippet.,Codex,Source_Description,Requested $10M for NIST AI Safety Institute (House Rep Website),,,,
106,evidence,,add,Direct official press release showing Stevens linked AI governance to privacy protections and safer AI training.,Codex,Candidate_Key,Michigan|Senate|Haley Stevens,,,,
106,evidence,,add,Direct official press release showing Stevens linked AI governance to privacy protections and safer AI training.,Codex,Source_Description,Introduced privacy tech bill for safer AI training (House Rep Website),,,,
106,evidence,,add,Direct official press release showing Stevens linked AI governance to privacy protections and safer AI training.,Codex,URL,https://stevens.house.gov/media/press-releases/representatives-stevens-and-kean-introduces-bipartisan-bill-strengthen-online,,,,
107,evidence,,add,"Recent direct official committee statement shows Stevens defending NIST's AI, privacy, and worker-protection role.",Codex,Candidate_Key,Michigan|Senate|Haley Stevens,,,,
107,evidence,,add,"Recent direct official committee statement shows Stevens defending NIST's AI, privacy, and worker-protection role.",Codex,Source_Description,Warned NIST cuts weaken AI and privacy standards (House Committee Website),,,,
107,evidence,,add,"Recent direct official committee statement shows Stevens defending NIST's AI, privacy, and worker-protection role.",Codex,URL,https://democrats-science.house.gov/news/press-releases/ranking-member-stevens-opening-statement-for-hearing-on-ai-action-plan,,,,
108,evidence,127,mod,"Axios is still a relevant direct interview-style source, but the description should be shorter and use the required parenthetical source label.",Codex,Source_Description,Outlined kids online safety and AI plan (Axios),,,,
109,evidence,128,del,This is an indirect news article. A stronger direct official Senate source is being added in the same batch.,Codex,,,,,,
110,evidence,130,del,This is an indirect news article duplicating a campaign policy rollout that is better supported by a direct campaign press release being added.,Codex,,,,,,
111,evidence,131,del,"This generic candidate page is not AI-specific, and stronger direct AI-related official sources exist in this batch.",Codex,,,,,,
112,evidence,,add,Direct official campaign press release with specific AI and online safety proposals.,Codex,Candidate_Key,Michigan|Senate|Mallory McMorrow,,,,
112,evidence,,add,Direct official campaign press release with specific AI and online safety proposals.,Codex,Source_Description,Proposed chatbot guardrails and youth data protections (Campaign Website),,,,
112,evidence,,add,Direct official campaign press release with specific AI and online safety proposals.,Codex,URL,https://www.mcmorrowformichigan.com/news/mallory-mcmorrow-lays-out-new-agenda-to-keep-kids-safe-online,,,,
113,evidence,,add,Direct official Senate page from McMorrow's office describing her support for the Kids Over Clicks package and AI-related online safety protections.,Codex,Candidate_Key,Michigan|Senate|Mallory McMorrow,,,,
113,evidence,,add,Direct official Senate page from McMorrow's office describing her support for the Kids Over Clicks package and AI-related online safety protections.,Codex,Source_Description,Promoted Kids Over Clicks protections for minors online (Senator Website),,,,
113,evidence,,add,Direct official Senate page from McMorrow's office describing her support for the Kids Over Clicks package and AI-related online safety protections.,Codex,URL,https://senatedems.com/mcmorrow/2026/01/30/8th-district-legislative-community-updates-24/,,,,
114,evidence,,add,New direct official campaign AI-related policy evidence on data center governance and safeguards.,Codex,Candidate_Key,Michigan|Senate|Mallory McMorrow,,,,
114,evidence,,add,New direct official campaign AI-related policy evidence on data center governance and safeguards.,Codex,Source_Description,Released AI data center oversight agenda (Campaign Website),,,,
114,evidence,,add,New direct official campaign AI-related policy evidence on data center governance and safeguards.,Codex,URL,https://www.mcmorrowformichigan.com/news/data-centers-done-right-mcmorrow-releases-comprehensive-plan-to-make-data-centers-work-for-michigan,,,,
115,evidence,137,mod,Current description is too long; this official Senate source directly confirms the law was signed and the core AI-related claim.,Codex,Source_Description,TAKE IT DOWN Act signed into law (Senator Website),,,,
116,evidence,138,mod,Current description is too long; the official senator press release supports a shorter claim-focused summary about the NO FAKES Act.,Codex,Source_Description,Introduced NO FAKES Act on AI replicas (Senator Website),,,,
117,evidence,139,mod,Current description is too long; this source directly says the Rules Committee advanced the Protect Elections from Deceptive AI Act.,Codex,Source_Description,Advanced Protect Elections from Deceptive AI Act (Senator Website),,,approved,
118,evidence,140,mod,Current description is too long; the source supports a concise summary focused on high-risk AI accountability.,Codex,Source_Description,Introduced high-risk AI accountability framework (Senator Website),,,approved,
119,evidence,141,del,"This is a secondary site with an AI-generated summary and disclaimer, while stronger direct Senate sources already cover the same AI-deepfake and regulation themes.",Codex,,,,,,
120,evidence,142,mod,Current description overstates and is too long; the official Senate source directly supports a shorter summary about the roadmap and election bills.,Codex,Source_Description,Backed Senate AI roadmap and election bills (Senator Website),,,,
121,evidence,542,mod,Current description is too long; the official Senate release supports a concise description of the NO FAKES Act reintroduction.,Codex,Source_Description,Reintroduced NO FAKES Act against AI deepfakes (Senator Website),,,,
122,evidence,543,mod,Current description is too long; the source directly supports a shorter description of the bill's introduction.,Codex,Source_Description,Introduced AI Scam Prevention Act (Senator Website),,,,
123,evidence,544,mod,Current description is too long; the source directly supports a concise claim that she opposed federal preemption of state AI laws.,Codex,Source_Description,Defended state AI laws against preemption (Senator Website),,,approved,
124,evidence,545,mod,Current description is too long; the official Senate source supports a concise summary of the bill reintroduction.,Codex,Source_Description,Reintroduced election-office AI guidance bill (Senator Website),,,,
125,evidence,589,del,This is a weaker duplicate of the NO FAKES Act reintroduction already covered by the more direct April 2025 reintroduction release in Evidence 542.,Codex,,,,,,
